"Customer ID","Name","Email Address","Age","Location","Income","Occupation","Laptop Brands","Price","Frequency of Use","Purpose","Previous Brands Owned","Satisfaction Rating","Tech Knowledge Level","Cart Abandonment"
95372298,"Robert Cook","cassandraross@example.org",20,"Midsize-City",58930,"Skilled Employee/official","HP",1054.7314678605221,"Rarely","Gaming","Character group.",3,"Intermediate","No"
28637181,"Jaime Henson","frederick29@example.org",41,"Big City",65230,"Unemployed/Unskilled","HP",1892.5044634930819,"Daily","Entertainment","Discover kind.",4,"Intermediate","No"
90587089,"John Martinez","judy99@example.org",43,"Midsize-City",37001,"Unemployed/Unskilled","Dell",1844.6192363444022,"Weekly","Entertainment","Her.",5,"Intermediate","No"
83001365,"Tammy Marshall","ksaunders@example.com",54,"Small City",36103,"Management/self-employed/highly qualified employee/officer","Dell",582.2805012333113,"Daily","Work","Describe specific.",2,"Intermediate","Yes"
12670568,"Alejandro Rogers","tmiller@example.com",64,"Big City",216220,"Management/self-employed/highly qualified employee/officer","Acer",1105.1860719121398,"Daily","Work","Turn.",4,"Advanced","No"
75652780,"Joseph Stewart","janet30@example.org",59,"Big City",185743,"Management/self-employed/highly qualified employee/officer","Dell",1664.1673002273749,"Rarely","Entertainment","Ten real.",2,"Expert","No"
80278999,"Kristen Adams","parsonsjacob@example.com",23,"Big City",66186,"Management/self-employed/highly qualified employee/officer","HP",1493.602939917379,"Daily","Work","Cultural.",2,"Intermediate","No"
41811386,"Ryan Welch","steven88@example.com",52,"Small City",42578,"Skilled Employee/official","Acer",1592.3996211983128,"Daily","Work","Pretty.",2,"Beginner","No"
72164126,"Nicole Vasquez","julie16@example.com",67,"Big City",62806,"Skilled Employee/official","Acer",444.1691903369068,"Rarely","Gaming","See.",3,"Intermediate","Yes"
18028227,"Heidi Boyd","tdavis@example.org",66,"Midsize-City",49481,"Skilled Employee/official","Apple",1073.9038397985994,"Weekly","Gaming","Suffer arrive.",3,"Intermediate","No"
70021722,"Cody Harris","tmiller@example.com",22,"Midsize-City",65997,"Unemployed/Unskilled","HP",1122.2440515224703,"Weekly","Entertainment","State.",3,"Advanced","Yes"
68867288,"Mrs. Claire Hammond DVM","ekelley@example.com",44,"Small City",35691,"Management/self-employed/highly qualified employee/officer","Asus",321.9672963872899,"Rarely","Gaming","Meet.",5,"Beginner","No"
32744649,"Calvin Wilson","lee48@example.org",51,"Small City",35401,"Skilled Employee/official","Asus",1166.892787366383,"Rarely","Gaming","Cultural.",5,"Beginner","No"
25737164,"Alexandra Evans","deborah62@example.net",38,"Big City",256330,"Unemployed/Unskilled","Lenovo",1713.1385507998284,"Daily","Work","Evidence suddenly.",5,"Advanced","No"
38569789,"Michael Villegas","robertwilliams@example.net",51,"Big City",142572,"Skilled Employee/official","Apple",587.1682454042841,"Weekly","Work","Beat still.",4,"Advanced","No"
69434949,"Amy Gray","bryansolomon@example.org",70,"Big City",55629,"Management/self-employed/highly qualified employee/officer","Asus",1684.0804838083134,"Rarely","Gaming","Standard somebody.",2,"Advanced","Yes"
74083984,"John Hill","jeremiah53@example.com",32,"Small City",43925,"Unemployed/Unskilled","Dell",1646.6834513006715,"Rarely","Gaming","Three whatever.",5,"Beginner","No"
70662088,"Bradley Cunningham","khanzachary@example.org",33,"Big City",243315,"Unemployed/Unskilled","Apple",701.3873276872223,"Weekly","Gaming","Method.",3,"Expert","No"
99485222,"Jamie Downs","igrant@example.com",30,"Midsize-City",52967,"Management/self-employed/highly qualified employee/officer","Dell",535.12313113679,"Weekly","Gaming","Woman.",1,"Intermediate","Yes"
59977379,"Eduardo Thompson","johnsonjeffrey@example.net",70,"Midsize-City",53951,"Unemployed/Unskilled","Acer",413.5719888796386,"Weekly","Work","Type.",2,"Intermediate","Yes"
87413211,"Mark Webster","parkerashley@example.net",34,"Midsize-City",36677,"Unemployed/Unskilled","HP",1244.4431499595157,"Daily","Work","Light.",4,"Intermediate","No"
25946027,"Edward Andrews","matthewwerner@example.net",47,"Big City",105001,"Management/self-employed/highly qualified employee/officer","Apple",1291.9013382809335,"Rarely","Gaming","Meeting.",4,"Advanced","No"
39110419,"Ronald Morton","ygeorge@example.net",46,"Small City",46618,"Unemployed/Unskilled","Dell",1476.5700005242495,"Daily","Entertainment","Society pull.",5,"Intermediate","No"
67824973,"Jennifer Webb","heathermartin@example.org",35,"Big City",276864,"Skilled Employee/official","Apple",952.6876740461299,"Weekly","Work","Difficult.",4,"Expert","No"
34599716,"Devin Summers","robert05@example.com",49,"Midsize-City",43216,"Management/self-employed/highly qualified employee/officer","Dell",437.3635643322823,"Weekly","Gaming","Magazine.",5,"Intermediate","No"
86124796,"Jennifer Jones","dfitzpatrick@example.com",58,"Big City",243259,"Skilled Employee/official","HP",736.0626888936742,"Weekly","Entertainment","Important.",3,"Expert","No"
98475775,"Christopher Reed","chloemay@example.net",26,"Big City",193649,"Unemployed/Unskilled","Lenovo",1008.47479485701,"Weekly","Gaming","Day write.",2,"Advanced","No"
87496922,"Eugene Turner","christineyoung@example.com",68,"Midsize-City",65789,"Unemployed/Unskilled","Dell",726.3241004032388,"Daily","Work","Whether.",5,"Advanced","No"
79217073,"Cory Thompson","amber35@example.org",41,"Big City",119257,"Skilled Employee/official","Dell",1930.2766505321338,"Weekly","Work","One statement.",2,"Expert","Yes"
34938175,"Brandon Bryant","laura78@example.com",44,"Big City",64840,"Skilled Employee/official","Apple",1835.6866907007534,"Weekly","Gaming","Lawyer mouth.",3,"Advanced","No"
70454608,"Samuel Kelly","xbutler@example.org",28,"Big City",57362,"Management/self-employed/highly qualified employee/officer","Lenovo",436.2414155314067,"Weekly","Entertainment","Alone.",5,"Advanced","No"
58315731,"Kelly Hayes","codymccormick@example.net",48,"Big City",274149,"Management/self-employed/highly qualified employee/officer","Acer",723.1914064926948,"Weekly","Gaming","Paper lot.",3,"Advanced","No"
43836753,"Susan Bennett","claire17@example.net",42,"Big City",261455,"Management/self-employed/highly qualified employee/officer","Acer",1240.4152248469068,"Weekly","Gaming","Month.",3,"Expert","No"
41035138,"Vanessa Barnes","xzuniga@example.org",56,"Small City",49232,"Skilled Employee/official","Apple",673.2218771724974,"Weekly","Entertainment","Suffer game.",5,"Intermediate","No"
10428585,"Erika Macias","kennedycharles@example.com",32,"Big City",67547,"Skilled Employee/official","Acer",466.6725456404336,"Rarely","Entertainment","When because.",1,"Intermediate","No"
23153343,"Brenda Weaver","kscott@example.com",20,"Midsize-City",40079,"Unemployed/Unskilled","Acer",1325.9647859447048,"Weekly","Work","Whose law.",1,"Intermediate","No"
83030848,"Wesley Rocha","scottbrian@example.net",36,"Midsize-City",42895,"Management/self-employed/highly qualified employee/officer","Dell",1933.4787867222535,"Daily","Work","Behavior clearly.",2,"Beginner","No"
71655465,"Jodi Johnson","ilandry@example.com",57,"Midsize-City",53285,"Skilled Employee/official","HP",1651.829597786078,"Rarely","Gaming","Into decision.",2,"Intermediate","No"
16056849,"Susan Dixon","kevin83@example.com",41,"Midsize-City",35764,"Unemployed/Unskilled","Dell",308.06510197414855,"Weekly","Work","Realize worker.",2,"Beginner","Yes"
82110773,"Matthew Floyd","yjimenez@example.net",34,"Big City",162052,"Skilled Employee/official","Acer",1111.0589635377733,"Weekly","Gaming","Operation western.",1,"Expert","No"
47227955,"Jody Le","mckenzie35@example.com",50,"Midsize-City",48676,"Unemployed/Unskilled","Dell",1261.4520531232517,"Weekly","Work","Big.",2,"Intermediate","Yes"
26133848,"Melissa Riley","dyertammy@example.com",27,"Small City",43518,"Management/self-employed/highly qualified employee/officer","Dell",565.3750349418644,"Daily","Entertainment","Recent because.",4,"Beginner","No"
54521800,"Donna Chavez","cgarrison@example.net",19,"Big City",67901,"Unemployed/Unskilled","Lenovo",1764.0839698640889,"Daily","Entertainment","Case sound.",2,"Intermediate","No"
61787196,"Alejandra Strickland","heatherford@example.com",62,"Big City",54462,"Skilled Employee/official","Acer",854.792959958338,"Weekly","Work","Yet.",3,"Advanced","Yes"
75598452,"Jacqueline Elliott","ybryant@example.com",34,"Big City",290988,"Management/self-employed/highly qualified employee/officer","Asus",1070.1296445548905,"Weekly","Work","Store business.",2,"Advanced","No"
98665933,"Anthony Henderson DDS","zachary26@example.com",53,"Midsize-City",43035,"Management/self-employed/highly qualified employee/officer","Acer",817.440232325927,"Rarely","Gaming","Reason play.",3,"Beginner","Yes"
48472657,"Tiffany Zuniga","rebecca44@example.com",41,"Small City",39636,"Management/self-employed/highly qualified employee/officer","Lenovo",940.404848537944,"Daily","Work","Professional popular.",4,"Beginner","No"
82399534,"Danielle Campbell","pauldavis@example.net",55,"Midsize-City",42893,"Management/self-employed/highly qualified employee/officer","Apple",779.4656580997082,"Weekly","Entertainment","Sign.",4,"Intermediate","No"
82379830,"Rhonda Anderson","xcollins@example.com",45,"Midsize-City",44292,"Unemployed/Unskilled","Lenovo",962.5090506480769,"Weekly","Work","Drive group.",5,"Beginner","No"
76831687,"Jane Wood","christopherstewart@example.com",30,"Midsize-City",37762,"Unemployed/Unskilled","Dell",906.1469060161111,"Rarely","Entertainment","Deep.",5,"Beginner","No"
59874021,"Sean Lee","wardamanda@example.org",64,"Midsize-City",37543,"Skilled Employee/official","Lenovo",1574.2805202335876,"Weekly","Work","This admit.",5,"Intermediate","No"
97284821,"Ashley Holt","anthony57@example.org",28,"Big City",223288,"Management/self-employed/highly qualified employee/officer","Apple",322.55032272239725,"Weekly","Work","Break.",5,"Expert","No"
82493566,"Ryan Snyder","maria60@example.org",40,"Midsize-City",35043,"Unemployed/Unskilled","Lenovo",942.5450177451667,"Daily","Work","Speak eye.",1,"Beginner","Yes"
93036290,"Jesse Hunter","jasminewilliams@example.net",62,"Small City",41432,"Management/self-employed/highly qualified employee/officer","HP",1200.5427282913893,"Daily","Entertainment","Hope author.",5,"Intermediate","No"
36865354,"Kelsey Vazquez","melanie60@example.org",35,"Midsize-City",54909,"Unemployed/Unskilled","Apple",1138.1762690213636,"Weekly","Entertainment","Girl son.",5,"Advanced","No"
46091203,"Maria Anthony","alexandra01@example.net",68,"Small City",48297,"Unemployed/Unskilled","HP",1009.5309396727965,"Weekly","Work","Walk.",2,"Beginner","Yes"
46207335,"Steven Lloyd","melanie02@example.com",21,"Midsize-City",38796,"Management/self-employed/highly qualified employee/officer","Acer",400.7231573175559,"Rarely","Entertainment","Church.",2,"Intermediate","Yes"
34565661,"Michael Owens","ysmith@example.com",39,"Big City",201576,"Management/self-employed/highly qualified employee/officer","Lenovo",1114.764297816903,"Daily","Work","Difference.",5,"Advanced","No"
63607553,"Stephanie Anderson","castromegan@example.com",39,"Big City",57130,"Skilled Employee/official","HP",1871.7284505245998,"Weekly","Gaming","Training.",2,"Advanced","Yes"
90473762,"Jeffrey Holden","dwest@example.org",28,"Midsize-City",55480,"Unemployed/Unskilled","Apple",1836.8635420086605,"Rarely","Gaming","Rest behind.",2,"Advanced","Yes"
46928126,"Sherry Davis","josephdaniel@example.org",23,"Big City",60621,"Management/self-employed/highly qualified employee/officer","Dell",1109.2553432902014,"Weekly","Entertainment","Garden phone.",1,"Intermediate","No"
